CustomerKey,FirstName,MiddleName,LastName,Gender,HouseOwnerFlag
15580,Ruben,,Raman,M,1
15581,Toni,,Perez,F,1
15582,Jeffery,A,Cai,M,1
15583,Lindsey,,Xu,F,1
15584,Christy,,Raji,F,1
15585,Roy,H,Garcia,M,1
15586,Victor,,Blanco,M,1
15587,Jessica,,Ward,F,1
15588,Kristy,,Alvarez,F,1
15589,Gilbert,,He,M,1
15590,Marshall,J,Wu,M,1
15591,Darren,P,Srini,M,1
15592,Janet,L,Moreno,F,1
15593,Naomi,A,Martin,F,1
15594,Joanna,,Carlson,F,1
15595,Andre,,Sanchez,M,1
15596,Gilbert,,Goel,M,1
15597,Terry,,Raji,M,1
15598,Tanya,I,Rubio,F,1
15599,Darryl,R,Ma,M,1
15600,Josue,R,Dominguez,M,1
15601,Naomi,C,Moreno,F,1
15602,Warren,M,Wu,M,0
15603,Philip,M,Blanco,M,1
15604,Clifford,,Prasad,M,1
15605,Alan,L,Yang,M,0
15606,Marco,C,Prasad,M,1
15607,Ricky,A,Gill,M,0
15608,Faith,A,James,F,0
15609,Karl,C,Sharma,M,0
15610,Jessica,A,Gonzales,F,0
15611,Michele,,Patel,F,1
15612,Damien,,Ma,M,0
15613,Melinda,,Moreno,F,0
15614,Faith,S,Simmons,F,1
15615,Erika,,Alvarez,F,0
15616,Janet,K,Alonso,F,0
15617,Dawn,A,Chande,F,0
15618,Gabriel,,Sharma,M,1
15619,Levi,,Subram,M,1
15620,Dominique,S,Subram,F,0
15621,Kelli,T,Wu,F,1
15622,Yvonne,,Schleger,M,0
15623,Molly,A,Madan,F,1
15624,Tyrone,,Rubio,M,1
15625,Clinton,,Alvarez,M,1
15626,Eduardo,F,White,M,1
15627,Troy,,Srini,M,1
15628,Brianna,T,Sandberg,F,1
15629,Meghan,A,Ruiz,F,1
15630,Nichole,C,Tang,F,0
15631,Clayton,,Andersen,M,1
15632,Gloria,P,Carlson,F,0
15633,Ashlee,D,Shan,F,0
15634,Dalton,L,Kelly,M,0
15635,Sheila,,Martin,F,0
15636,David,P,White,M,1
15637,Russell,A,Sharma,M,1
15638,Rosa,J,He,F,1
15639,Melanie,H,Coleman,F,0
15640,Gary,,Gomez,M,1
15641,Marco,L,Sara,M,1
15642,Cara,B,Gao,F,1
15643,Omar,,Raji,M,1
15644,Savannah,F,Gonzalez,F,0
15645,Javier,,Gill,M,0
15646,Emma,A,Kelly,F,0
15647,Dawn,,He,F,1
15648,Edgar,A,Gonzalez,M,1
15649,Melinda,T,Jimenez,F,1
15650,Ronnie,,Li,M,0
15651,Ann,T,Lopez,F,0
15652,Barbara,M,Wang,F,1
15653,Gerald,E,Madan,M,1
15654,Levi,,Fernandez,M,0
15655,Deanna,,Gomez,F,1
15656,Darryl,,Zhao,M,0
15657,Marcus,A,Hayes,M,1
15658,Victoria,,Rogers,F,0
15659,Angela,J,Rivera,F,1
15660,April,,Jai,F,1
15661,Brandon,J,Robinson,M,1
15662,Megan,M,Richardson,F,1
15663,Mandy,A,Chen,F,1
15664,Jill,,Vazquez,F,1
15665,Kristi,P,Sai,F,1
15666,Bianca,B,Liang,F,1
15667,Hector,,Ramos,M,1
15668,Erick,E,Fernandez,M,0
15669,Paul,J,Suurs,F,1
15670,Sergio,S,Sánchez,M,0
15671,Lawrence,,Torres,M,0
15672,Kelvin,E,Nara,M,1
15673,Jon,,Goel,M,0
15674,Tommy,A,Raheem,M,1
15675,Jay,A,Alonso,M,1
15676,Todd,,Wang,M,1
15677,Alyssa,C,Bradley,F,1
15678,Susan,,Zhou,F,1
15679,Robert,,Patterson,M,0
15680,Tasha,,She,F,0
15681,Emma,P,Gonzales,F,1
15682,Heidi,R,Garcia,F,1
15683,Jessie,,Carlson,F,0
15684,Tyrone,,Suarez,M,0
15685,Robin,,Vazquez,F,1
15686,Pedro,A,Vazquez,M,1
15687,Jay,,Suri,M,1
15688,Chase,J,Gray,M,1
15689,Stacey,,Wang,F,0
15690,Clifford,R,Perez,M,0
15691,Julian,J,Henderson,M,1
15692,Ryan,J,Garcia,M,1
15693,Isabel,,Barnes,F,1
15694,Stephanie,,Diaz,F,1
15695,Bruce,,Gomez,M,1
15696,Damien,A,Sun,M,1
15697,Julia,,Morris,F,1
15698,Susan,D,Wang,F,1
15699,Jonathon,F,Hernandez,M,1
15700,Eugene,R,Guo,M,1
15701,Jillian,R,Kapoor,F,0
15702,Ruth,,Mehta,F,1
15703,Alison,,Chande,F,1
15704,Peter,E,Luo,M,1
15705,Gabriel,,Simmons,M,1
15706,Tina,L,Arthur,F,1
15707,Robin,,Rubio,F,1
15708,Nina,,Jai,F,1
15709,Chelsea,M,Prasad,F,1
15710,Brandy,A,Rana,F,0
15711,Jeffery,,Liang,M,1
15712,Whitney,,Chandra,F,1
15713,Hannah,F,Lee,F,1
15714,Bethany,W,Pal,F,1
15715,Isabella,,Adams,F,0
15716,Roy,,Madan,M,0
15717,Alexia,M,Henderson,F,0
15718,Heather,L,Lin,F,1
15719,Lacey,A,Liang,F,1
15720,Jaime,,Ramos,F,1
15721,Cara,R,Guo,F,0
15722,Angela,,Jenkins,F,0
15723,Kate,L,Deng,F,1
15724,Roger,L,She,M,0
15725,Trevor,M,Price,M,0
15726,Faith,F,Barnes,F,1
15727,Alisha,A,Zeng,F,1
15728,Keith,,Sharma,M,0
15729,Mayra,M,Suri,F,0
15730,Philip,,Dominguez,M,1
15731,Corey,R,Chavez,M,0
15732,Sandra,V,Zhu,F,1
15733,Leslie,,Ramos,F,1
15734,Alicia,,Lal,F,1
15735,Lori,A,Blanco,F,1
15736,Sheena,,Raje,F,1
15737,Alexander,J,Robinson,M,1
15738,Abigail,,Miller,F,1
15739,Garrett,,Rogers,M,1
15740,Johnny,G,Kumar,M,1
15741,Isabella,,Allen,F,1
15742,Grace,A,Thompson,F,1
15743,Chloe,M,Thompson,F,0
15744,Angela,T,Gray,F,1
15745,Julian,,Hayes,M,1
15746,Emily,L,Walker,F,1
15747,Evan,,Nelson,M,1
15748,Austin,D,Jenkins,M,1
15749,Grace,,Brown,F,1
15750,Kaitlin,,Martinez,F,0
15751,Kristen,,Xu,F,1
15752,Bobby,,Rodriguez,M,0
15753,Margaret,,Li,F,1
15754,Crystal,E,Xu,F,1
15755,Connor,,Flores,M,0
15756,Kari,,Gutierrez,F,1
15757,Edwin,J,Ferrier,M,1
15758,Arturo,,Andersen,M,1
15759,Erin,L,Brooks,F,0
15760,Richard,D,James,M,1
15761,Xavier,R,Thompson,M,1
15762,Garrett,O,Stewart,M,0
15763,Xavier,F,Young,M,1
15764,Louis,D,Guo,M,0
15765,Gilbert,C,Deng,M,1
15766,Priscilla,,Black,F,0
15767,George,C,Prasad,M,0
15768,Victoria,E,Walker,F,1
15769,Kelly,,Coleman,F,1
15770,Xavier,H,Brooks,M,0
15771,Maria,A,Diaz,F,1
15772,Christopher,,Anderson,M,0
15773,Dylan,L,Jenkins,M,0
15774,Natalie,,Kelly,F,0
15775,Michelle,W,Ward,F,0
15776,Jesse,C,Mitchell,M,0
15777,Brianna,D,Smith,F,0
15778,José,S,Miller,M,1
15779,Jackson,,Hayes,M,1
15780,Claudia,E,McDonald,F,1
15781,Blake,E,Evans,M,1
15782,Katelyn,D,Collins,F,1
15783,David,,Alexander,M,1
15784,Rebekah,A,Vazquez,F,1
15785,Edwin,,Zhang,M,1
15786,Marshall,V,Andersen,M,1
15787,Cynthia,,Gonzalez,F,1
15788,Barbara,,Li,F,0
15789,Steve,,Schmidt,F,0
15790,Colin,,Xu,M,1
15791,Megan,J,Long,F,1
15792,Ernest,P,Zhou,M,1
15793,Renee,,Navarro,F,0
15794,Tonya,,Chander,F,0
15795,Diane,R,Munoz,F,1
15796,Edward,,Hayes,M,1
15797,Isaac,,Cox,M,1
15798,Anne,,Munoz,F,0
15799,Victoria,,Anderson,F,1
15800,Alberto,L,Serrano,M,1
15801,Katrina,,Shen,F,1
15802,Bridget,,Kumar,F,0
15803,Bradley,,Goel,M,0
15804,Brittney,M,Liu,F,1
15805,Dawn,N,Lin,F,1
15806,Devin,,Allen,M,0
15807,Scot,,Schulte,M,1
15808,Natasha,,Blanco,F,1
15809,Christian,,Sharma,M,1
15810,Regina,,Kapoor,F,0
15811,Barbara,R.,Schultz,M,1
15812,Logan,,Allen,M,0
15813,Julian,,Diaz,M,1
15814,Monica,J,Subram,F,1
15815,Nicole,N,Price,F,1
15816,Victoria,,Miller,F,1
15817,Chloe,,Alexander,F,0
15818,Stanley,,Perez,M,1
15819,Savannah,A,Cox,F,1
15820,Chase,T,Ward,M,1
15821,Logan,C,Anderson,M,0
15822,Damien,M,Zhu,M,1
15823,Sharon,M,Tang,F,1
15824,Lindsay,L,Kumar,F,1
15825,Angela,W,Simmons,F,1
15826,Marissa,,Price,F,0
15827,Danielle,,Ward,F,0
15828,Robyn,O,Ramos,F,0
15829,Devin,D,Diaz,M,1
15830,Naomi,,Alonso,F,1
15831,Omar,,He,M,1
15832,Manuel,J,Martinez,M,1
15833,Tabitha,,Kovar,F,1
15834,Rebecca,,Green,F,0
15835,Marcus,R,Smith,M,0
15836,Devin,L,Jackson,M,0
15837,Julia,,Johnston,F,0
15838,Julia,G,Taylor,F,0
15839,William,A,Taylor,M,1
15840,Natalie,M,Peterson,F,1
15841,Luis,,Shan,M,0
15842,Haley,,Gray,F,1
15843,Caleb,,Wright,M,0
15844,Megan,S,Brown,F,1
15845,Mackenzie,M,Carter,F,0
15846,Julian,,Flores,M,1
15847,Edward,J,White,M,1
15848,Gabrielle,A,Hernandez,F,1
15849,Destiny,C,Kelly,F,1
15850,Rachel,,Bradley,F,0
15851,Taylor,A,Anderson,F,0
15852,Oscar,J,Henderson,M,0
15853,Jasmine,,Brown,F,1
15854,Miranda,,Wood,F,0
15855,Noah,,Jones,M,1
15856,Luis,,Gonzales,M,1
15857,Isabella,I,White,F,1
15858,Jonathan,D,Parker,M,0
15859,Abigail,S,Ramirez,F,1
15860,Joe,,Moreno,M,1
15861,Damien,S,Zhao,M,1
15862,Sriniwa,J,Narayanan,F,1
15863,Adam,,Scott,M,0
15864,Lauren,,Bailey,F,0
15865,Isabel,M,Price,F,1
15866,Abigail,T,White,F,1
15867,Victoria,J,White,F,1
15868,Caleb,R,Lal,M,1
15869,Alexandra,,Hall,F,1
15870,Zoe,,Howard,F,1
15871,Ryan,,Jai,M,1
15872,Gabriella,Z,Gonzalez,F,1
15873,Hailey,W,Richardson,F,1
15874,Samuel,,Martin,M,0
15875,Devin,,Morris,M,1
15876,Eduardo,,Turner,M,1
15877,Jordan,S,Perez,M,1
15878,Kevin,,Flores,M,1
15879,Tyler,L,Wilson,M,1
15880,Patrick,J,Bailey,M,0
15881,Destiny,S,Williams,F,1
15882,Maurice,,Xie,M,1
15883,Tristan,,Coleman,M,1
15884,Dakota,D,Bradley,M,0
15885,Garrett,E,Sanchez,M,1
15886,Matthew,W,Brown,M,1
15887,Deanna,R,Vazquez,F,1
15888,Amanda,,Richardson,F,1
15889,Robert,C,Wright,M,1
15890,James,D,Russell,M,1
15891,Jordan,,Lopez,M,0
15892,Pamela,,Srini,F,1
15893,Yolanda,E,Xu,F,1
15894,Joanna,M,Gutierrez,F,1
15895,Sophia,E,Parker,F,1
15896,Samuel,P,Jones,M,1
15897,Haley,,Cooper,F,1
15898,Isaiah,,Gonzalez,M,0
15899,Ian,A,James,M,1
15900,Wyatt,,Roberts,M,1
15901,Taylor,D,Bryant,F,0
15902,Robert,J,Diaz,M,1
15903,Abigail,,Barnes,F,1
15904,Janice,,Bennett,F,1
15905,Taylor,,Taylor,F,1
15906,Kaitlyn,,Lewis,F,1
15907,Steven,,Bailey,M,0
15908,David,M,Wilson,M,1
15909,Cassidy,W,Ross,F,1
15910,Caleb,M,Hughes,M,0
15911,Maria,K,Baker,F,1
15912,Mya,C,Simmons,F,1
15913,Antonio,P,Hughes,M,1
15914,Logan,A,Bryant,M,1
15915,Alex,,Cox,M,1
15916,Brandon,J,Walker,M,0
15917,Emily,M,White,F,1
15918,Roberto,,Ruiz,M,1
15919,Rebekah,A,Prasad,F,1
15920,Colin,T,Wu,M,1
15921,Donald,M,Patel,M,1
15922,Roger,C,Kumar,M,1
15923,Ricardo,,Raje,M,1
15924,Omar,D,Wang,M,1
15925,Stanley,W,Subram,M,0
15926,Donna,B,Deng,F,1
15927,Gilbert,N,Huang,M,1
15928,Priscilla,J,Pal,F,1
15929,Karla,V,Raji,F,1
15930,Tiffany,C,He,F,1
15931,Micah,M,Xu,M,1
15932,Tabitha,,Jimenez,F,1
15933,Clinton,,Dominguez,M,0
15934,Nichole,C,Raji,F,1
15935,Amber,S,King,F,0
15936,Abigail,,Johnson,F,1
15937,Grace,R,Lewis,F,1
15938,Sean,A,Collins,M,1
15939,Jennifer,A,Brown,F,1
15940,Jack,D,Bryant,M,1
15941,Bailey,M,Brooks,F,0
15942,Lucas,P,Rodriguez,M,1
15943,Richard,,Watson,M,0
15944,Damien,M,Lu,M,1
15945,Alexandria,I,Kelly,F,1
15946,Wyatt,L,Wilson,M,0
15947,Michelle,J,Blue,F,1
15948,Angela,,Hughes,F,0
15949,Katherine,J,Green,F,1
15950,Erin,N,Peterson,F,1
15951,Jenna,J,Baker,F,1
15952,Evan,J,Cooper,M,0
15953,Julio,C,Moreno,M,1
15954,Marshall,L,Deng,M,1
15955,Neil,M,Ortega,M,1
15956,Ryan,,Li,M,1
15957,Samuel,T,Ross,M,0
15958,Nicole,,Ross,F,1
15959,Logan,N,Rodriguez,M,1
15960,Brianna,R,Bryant,F,0
15961,Ashley,D,Walker,F,0
15962,Benjamin,C,Winter,M,1
15963,Madison,M,Smith,F,0
15964,Steven,E,Cox,M,0
15965,Jennifer,H,Watson,F,0
15966,Natalie,,Foster,F,0
15967,Dakota,,Diaz,M,1
15968,Edward,,Gonzalez,M,1
15969,Sean,,Murphy,M,1
15970,Samuel,S,Thompson,M,0
15971,Ryan,C,Jenkins,M,1
15972,Caitlin,,Bailey,F,1
15973,Christopher,,Garcia,M,1
15974,Marcus,C,Green,M,1
15975,Gabrielle,,Collins,F,0
15976,Kristopher,,Patel,M,1
15977,Julia,T,Harris,F,1
15978,Xavier,,Walker,M,1
15979,Nicole,,Cook,F,1
15980,Gabrielle,,Morgan,F,1
15981,Gabriel,M,Powell,M,0
15982,Jose,,Evans,M,1
15983,Alexis,L,Ross,F,1
15984,Nathan,D,Wright,M,1
15985,Devin,,Johnson,M,1
15986,Dalton,C,Sanchez,M,1
15987,Nicole,V,Kelly,F,1
15988,Edward,A,Moore,M,1
15989,Savannah,,Campbell,F,1
15990,Eduardo,E,Richardson,M,1
15991,David,,Taylor,M,1
15992,Isabelle,L,Alexander,F,1
15993,Spencer,,Coleman,M,1
15994,Olivia,R,Blue,F,0
15995,Kaitlyn,L,Johnson,F,0
15996,Emily,G,Barnes,F,0
15997,Melissa,R,Jenkins,F,1
15998,Marissa,,Flores,F,1
15999,Maria,C,Hill,F,1
16000,Gabrielle,H,Ramirez,F,1
16001,Ricardo,J,Pal,M,1
16002,Paige,,Hayes,F,1
16003,Carol,,Robinson,F,1
16004,Joe,,Martinez,M,1
16005,Jordan,J,Hill,M,1
16006,Angelica,M,Henderson,F,1
16007,Janelle,S,Gonzalez,F,1
16008,Morgan,D,Allen,F,1
16009,Matthew,L,Martinez,M,0
16010,Nicole,,Wood,F,1
16011,Maria,,Murphy,F,1
16012,Grace,C,Cooper,F,0
16013,Xavier,A,Williams,M,0
16014,Christopher,E,Wilson,M,1
16015,Jessica,,Cooper,F,0
16016,Bradley,L,She,M,1
16017,Jeremy,Y,Ramirez,M,0
16018,Emma,A,Henderson,F,0
16019,Amber,,Hernandez,F,1
16020,Thomas,O,Diaz,M,1
16021,Shelby,,Sanchez,F,0
16022,Devin,S,Hernandez,M,0
16023,Willie,T,Zhang,M,1
16024,Isaac,,Hill,M,1
16025,Jorge,,Sun,M,1
16026,Byron,,Jiménez,M,0
16027,Anne,,Vazquez,F,0
16028,Cody,A,Cooper,M,0
16029,Abby,,Patel,F,0
16030,Max,A,Martin,M,1
16031,Ian,A,Allen,M,0
16032,Colin,,Chavez,M,1
16033,Erica,E,Lin,F,1
16034,Pamela,,Suri,F,1
16035,Sebastian,C,Morgan,M,1
16036,Maria,,Long,F,1
16037,Melissa,,Kelly,F,1
16038,Roy,J,Sai,M,1
16039,Steve,L,Yang,M,1
16040,Casey,,Gill,M,1
16041,Pedro,C,Raman,M,1
16042,Ian,A,Hall,M,1
16043,Mathew,L,Romero,M,1
16044,Connie,,Rai,F,1
16045,Evelyn,,Sara,F,1
16046,Robyn,,Gomez,F,1
16047,Taylor,H,Johnson,F,1
16048,Kelli,M,Yang,F,1
16049,Ashlee,A,Nara,F,1
16050,Reginald,H,Moreno,M,1
16051,Leonard,D,Xu,M,1
16052,Danny,L,Gutierrez,M,1
16053,Frederick,,Perez,M,1
16054,Hector,E,Ortega,M,1
16055,Ryan,,Lee,M,1
16056,Alison,,Shan,F,1
16057,Michele,,Gomez,F,1
16058,Margaret,G,Zhang,F,1
16059,Jésus,,Carlson,M,1
16060,Antonio,J,Griffin,M,1
16061,Miguel,L,Butler,M,1
16062,Katherine,C,Johnson,F,1
16063,Francisco,M,Kapoor,M,1
16064,Isabella,J,Griffin,F,1
16065,Makayla,W,Torres,F,1
16066,Alex,J,Ramirez,M,1
16067,Maria,,Butler,F,0
16068,Jerry,M,Shen,M,0
16069,Brianna,,Hall,F,1
16070,Sierra,J,Phillips,F,1
16071,Taylor,,Rodriguez,F,1
16072,Caleb,S,Evans,M,1
16073,Miranda,C,Bryant,F,1
16074,Caleb,,Roberts,M,1
16075,Alexis,J,Johnson,F,1
16076,Catherine,A,Rogers,F,1
16077,Stephanie,W,Rogers,F,1
16078,Nicole,C,James,F,1
16079,Natalie,,Carter,F,1
16080,Oscar,A,Patterson,M,1
16081,Arturo,M,Cai,M,1
16082,Autumn,,Zeng,F,0
16083,Mindy,A,Raje,F,1
16084,Allison,R,Wright,F,0
16085,Trevor,K,Gonzales,M,1
16086,Charles,W,Watson,M,1
16087,Micah,,Chen,M,1
16088,Bryce,A,Sanders,M,0
16089,Lucas,S,Brooks,M,1
16090,Emma,N,White,F,1
16091,Alyssa,K,Lewis,F,0
16092,Jessica,,Bryant,F,1
16093,Kaitlyn,,Morris,F,1
16094,Kayla,,Brown,F,1
16095,Marcus,,Garcia,M,1
16096,Kenneth,,She,M,1
16097,Jessica,,Stewart,F,1
16098,Jasmine,A,Diaz,F,1
16099,Julian,,Jenkins,M,1
16100,Jose,L,Johnson,M,1
16101,Mary,R,Lopez,F,1
16102,Marcus,M,Alexander,M,0
16103,Haley,J,Hill,F,1
16104,Jordan,,Hernandez,F,1
16105,Kristy,A,Diaz,F,1
16106,Ian,M,Barnes,M,1
16107,Jordan,R,Edwards,F,1
16108,Bryce,E,Howard,M,0
16109,Adam,K,Turner,M,1
16110,Brandon,M,Long,M,1
16111,Allison,,Green,F,1
16112,Frank,,Munoz,M,1
16113,Roger,,Lal,M,0
16114,Gavin,,Ross,M,1
16115,Jennifer,M,Diaz,F,0
16116,Begoña,M,Hurtado,M,1
16117,Brad,,Lal,M,1
16118,James,A,Wright,M,0
16119,Hailey,I,Watson,F,1
16120,Bryce,H,Ramirez,M,1
16121,Kaitlyn,,Ross,F,0
16122,Jason,,Phillips,M,1
16123,Natalie,,Patterson,F,1
16124,Eduardo,S,Murphy,M,1
16125,Victoria,,Watson,F,1
16126,Faith,,Kelly,F,1
16127,Amanda,,Edwards,F,1
16128,Destiny,,Ward,F,1
16129,Jordyn,,Russell,F,1
16130,Mike,,Seamans,F,0
16131,Albert,,Romero,M,0
16132,Sierra,,Nelson,F,1
16133,Dylan,,Simmons,M,0
16134,Roy,R,Hernandez,M,0
16135,Chelsea,C,Raman,F,0
16136,George,,Srini,M,0
16137,Timothy,A,King,M,1
16138,David,H,Butler,M,0
16139,Jacqueline,J,Alexander,F,1
16140,Seth,M,Harris,M,1
16141,Shelby,,Ramirez,F,1
16142,Sophia,,King,F,1
16143,Sara,A,Evans,F,1
16144,Patrick,,Kelly,M,1
16145,Sydney,,Anderson,F,1
16146,Jacquelyn,,Saunders,F,1
16147,Nathan,,Griffin,M,1
16148,Karen,,Walker,F,1
16149,Dalton,A,Perry,M,1
16150,Nicole,,Thompson,F,1
16151,Chloe,,Sanchez,F,1
16152,Katherine,E,Evans,F,1
16153,Eric,,Jai,M,1
16154,Jennifer,M,Scott,F,1
16155,Joan,,Jenkins,F,1
16156,Javier,A,Hernandez,M,1
16157,Cindy,,Raman,F,0
16158,Kathleen,J,Gomez,F,1
16159,Mindy,,Goldberg,F,1
16160,Erika,,Hernandez,F,1
16161,Jodi,,Deng,F,1
16162,Mackenzie,E,Morgan,F,1
16163,Willie,B,Chande,M,1
16164,Amy,,Liang,F,1
16165,Jenny,,Liu,F,1
16166,April,C,Goel,F,1
16167,Devin,J,Moore,M,1
16168,Kathryn,,Ashe,F,1
16169,Dennis,,Lin,M,1
16170,Juan,,Rubio,M,1
16171,Bruce,W,Ruiz,M,1
16172,Janelle,,Perez,F,1
16173,Cory,E,Rana,M,1
16174,Melinda,,Hernandez,F,0
16175,Tony,M,Shan,M,0
16176,Michele,A,Torres,F,1
16177,Bethany,,Nath,F,0
16178,Alfredo,,Carlson,M,1
16179,Jamie,,Zhao,F,1
16180,Kyle,J,Perez,M,0
16181,Daisy,A,Rubio,F,0
16182,Louis,E,Sun,M,1
16183,Tanya,,Carlson,F,1
16184,Christine,,She,F,1
16185,Grant,R,Raji,M,1
16186,Bethany,J,Raji,F,1
16187,Louis,,Hu,M,0
16188,Teresa,M,Torres,F,0
16189,Amanda,,Hughes,F,0
16190,Lance,J,Alvarez,M,0
16191,Margaret,M,Zeng,F,1
16192,Marie,,Lopez,F,0
16193,Victor,S,Rubio,M,0
16194,Katie,,Deng,F,0
16195,Abby,,Perez,F,0
16196,Kurt,,Raheem,M,1
16197,Heidi,M,Prasad,F,0
16198,Arthur,,Navarro,M,1
16199,Terrence,,Xie,M,1
16200,Julia,M,Edwards,F,0
16201,Ross,,Martin,M,1
16202,Kenneth,D,Jai,M,0
16203,Warren,N,Raje,M,1
16204,Terrence,J,Anand,M,1
16205,Melanie,,Sanders,F,1
16206,Cindy,C,Lewis,F,1
16207,Jordan,C,Shan,M,1
16208,Ruth,,Chandra,F,1
16209,Carolyn,C,Alvarez,F,1
16210,Olivia,,Cooper,F,1
16211,Jesse,,Roberts,M,1
16212,Jacqueline,,Rivera,F,1
16213,Kaylee,M,Turner,F,1
16214,Brett,L,Fernandez,M,1
16215,Thomas,M,Turner,M,1
16216,Charles,L,Mitchell,M,1
16217,Amanda,C,Gonzales,F,1
16218,Julia,,Simmons,F,1
16219,Angel,,Sanders,M,1
16220,Megan,,Russell,F,1
16221,Darren,A,Saunders,M,1
16222,Brandon,S,Anderson,M,1
16223,Carlos,B,Collins,M,1
16224,Jacob,,Martinez,M,1
16225,Wyatt,J,Nelson,M,1
16226,Maria,M,Blue,F,1
16227,Eric,,Lopez,M,1
16228,Rafael,,Zhu,M,1
16229,Wayne,G,Chande,M,1
16230,Craig,,Blanco,M,1
16231,Dana,K,Martin,F,1
16232,Chase,A,Richardson,M,1
16233,Rebecca,,King,F,1
16234,Wyatt,,Martin,M,1
16235,Sebastian,,Morris,M,1
16236,Nicholas,L,Martinez,M,1
16237,Erin,,James,F,1
16238,Ann,,Arun,F,1
16239,Gabriel,A,Nelson,M,1
16240,Madeline,,Green,F,1
16241,Isabel,,Butler,F,1
16242,Megan,F,Garcia,F,1
16243,Maria,,James,F,1
16244,Gregory,,Kumar,M,1
16245,Alexandra,,Griffin,F,1
16246,Lucas,B,Simmons,M,1
16247,Anna,,Brown,F,1
16248,Alyssa,,Ross,F,1
16249,Jesse,,Rivera,M,0
16250,Brendan,,Raje,M,1
16251,Makayla,,Howard,F,1
16252,Danny,,Jiménez,M,1
16253,Bethany,A,Lal,F,0
16254,Maria,K,Morris,F,0
16255,Taylor,E,Russell,F,0
16256,Richard,S,Collins,M,1
16257,Michele,E,Chandra,F,1
16258,Deanna,M,Malhotra,F,0
16259,Ebony,C,Sai,F,1
16260,Gina,,Schmidt,F,0
16261,Diana,A,Navarro,F,1
16262,Kathryn,M,Xie,F,1
16263,Eduardo,,Robinson,M,1
16264,Jennifer,,Howard,F,0
16265,Julie,,Goel,F,1
16266,Alisha,,Yang,F,1
16267,Edwin,,Chen,M,1
16268,Lindsey,,Kumar,F,1
16269,Tara,,Nath,F,1
16270,Jerome,,Hernandez,M,1
16271,Michele,K,Gutierrez,F,1
16272,Raul,D,Deng,M,1
16273,Marie,,Martinez,F,1
16274,Ross,E,Diaz,M,0
16275,Deborah,R,McDonald,F,0
16276,Brandi,W,Carlson,F,1
16277,Christy,,Luo,F,1
16278,Angel,L,Turner,M,0
16279,Victoria,,Patterson,F,1
16280,Glenn,M,Ma,M,1
16281,Gilbert,,Luo,M,1
16282,Kristine,,Suarez,F,1
16283,Clayton,,Raji,M,1
16284,Troy,D,Perez,M,1
16285,Mindy,J,Xie,F,0
16286,Billy,F,Torres,M,1
16287,Laura,D,Xu,F,1
16288,Edwin,C,Shen,M,0
16289,Julie,,Pal,F,1
16290,Russell,,Nath,M,1
16291,Lindsey,H,Lal,F,1
16292,Carly,L,Lal,F,1
16293,Sean,J,Adams,M,1
16294,Steve,A,Hu,M,1
16295,Roger,A,Xu,M,1
16296,Sydney,M,White,F,0
16297,Deanna,S,Garcia,F,1
16298,Adrienne,,Sanz,F,1
16299,Alison,,Tang,F,0
16300,Orlando,C,Martin,M,0
16301,Omar,M,Cai,M,0
16302,Rosa,,Zeng,F,1
16303,Tracy,L,Yuan,F,1
16304,Justin,L,Moore,M,1
16305,Stanley,,Gonzalez,M,1
16306,Kristine,W,Romero,F,0
16307,Kelli,R,Sun,F,1
16308,Sheena,L,Chander,F,1
16309,Desiree,A,Ortega,F,1
16310,Diana,,Rubio,F,1
16311,Carl,M,Beck,M,1
16312,Bethany,H,Beck,F,1
16313,Hailey,P,Russell,F,1
16314,Gabriel,K,Ross,M,1
16315,Garrett,,Richardson,M,1
16316,Kelli,M,Hu,F,0
16317,Joel,,Raman,M,0
16318,Kellie,T,Moreno,F,0
16319,Joy,A,Ortega,F,1
16320,Rachel,E,Simmons,F,0
16321,Ruth,D,Malhotra,F,1
16322,Gloria,A,Dominguez,F,1
16323,Dustin,,Raje,M,1
16324,Juan,A,Romero,M,1
16325,Emma,K,Williams,F,1
16326,Jésus,R,Romero,M,0
16327,Darren,,Diaz,M,0
16328,Maurice,S,Rai,M,1
16329,Jamie,C,Ye,F,0
16330,Luke,J,Simmons,M,1
16331,Erin,R,Richardson,F,0
16332,Joan,B,Vazquez,F,0
16333,Caleb,W,Hill,M,0
16334,Natalie,J,Bailey,F,0
16335,Kristen,,Lu,F,1
16336,Jonathan,A,Wright,M,1
16337,Jose,,White,M,0
16338,Barbara,,Zhang,F,1
16339,Seth,A,Davis,M,0
16340,Sean,L,Mitchell,M,0
16341,Lacey,E,Raji,F,0
16342,Gregory,,Jai,M,0
16343,Joel,E,Malhotra,M,0
16344,Xavier,K,King,M,0
16345,Francis,,Ramos,M,1
16346,Marc,,Navarro,M,0
16347,Raul,E,Sharma,M,1
16348,Roy,,Raman,M,1
16349,Levi,,Sai,M,0
16350,Fernando,,Thompson,M,1
16351,Martha,C,Xu,F,0
16352,Tiffany,E,Gao,F,1
16353,Alejandro,J,Xu,M,1
16354,Janet,A,Torres,F,0
16355,Sam,J,Foster,F,1
16356,Sophia,F,Baker,F,1
16357,Margaret,,Russell,F,1
16358,Samuel,L,Jai,M,1
16359,Shelby,,Richardson,F,1
16360,Justin,,Garcia,M,1
16361,Wyatt,,White,M,1
